order_id,customer_id,customer_state,order_status,order_purchase_timestamp,order_delivered_date,order_estimated_delivery_date,delivery_days,estimated_delivery_days,delivery_delta,review_score
order_008290,cust_005434,PR,delivered,2017-10-05 23:30:00,2017-10-06 23:30:00,2017-10-18 23:30:00,1.0,13,-12.0,5
order_008291,cust_000983,SC,delivered,2017-12-06 02:15:00,2017-12-09 02:15:00,2017-12-19 02:15:00,3.0,13,-10.0,5
order_008292,cust_001819,SP,delivered,2018-08-11 01:37:00,2018-08-19 01:37:00,2018-08-21 01:37:00,8.0,10,-2.0,3
order_008293,cust_000976,PA,delivered,2018-03-06 16:43:00,2018-04-02 16:43:00,2018-03-25 16:43:00,27.0,19,8.0,4
order_008294,cust_007908,BA,delivered,2017-10-31 08:47:00,2017-11-15 08:47:00,2017-11-13 08:47:00,15.0,13,2.0,5
order_008295,cust_008380,RJ,delivered,2017-02-12 06:07:00,2017-02-13 06:07:00,2017-02-22 06:07:00,1.0,10,-9.0,4
order_008296,cust_000032,MS,delivered,2017-08-08 06:52:00,2017-09-04 06:52:00,2017-08-27 06:52:00,27.0,19,8.0,4
order_008297,cust_002778,TO,delivered,2018-09-18 04:54:00,2018-09-30 04:54:00,2018-10-07 04:54:00,12.0,19,-7.0,4
order_008298,cust_002571,DF,delivered,2017-11-14 06:49:00,2017-11-15 06:49:00,2017-11-27 06:49:00,1.0,13,-12.0,4
order_008299,cust_009378,RJ,delivered,2017-11-25 17:47:00,2017-12-03 17:47:00,2017-12-05 17:47:00,8.0,10,-2.0,4
order_008300,cust_003901,RJ,delivered,2017-12-05 06:20:00,2017-12-10 06:20:00,2017-12-15 06:20:00,5.0,10,-5.0,3
order_008301,cust_003342,PR,delivered,2018-07-31 01:48:00,2018-08-22 01:48:00,2018-08-13 01:48:00,22.0,13,9.0,3
order_008302,cust_007233,CE,delivered,2018-02-12 07:33:00,2018-02-20 07:33:00,2018-03-03 07:33:00,8.0,19,-11.0,4
order_008303,cust_000161,SP,delivered,2018-04-13 17:50:00,2018-05-01 17:50:00,2018-04-23 17:50:00,18.0,10,8.0,4
order_008304,cust_007537,RJ,delivered,2017-10-24 19:40:00,2017-10-26 19:40:00,2017-11-03 19:40:00,2.0,10,-8.0,4
order_008305,cust_003407,MG,canceled,2016-11-08 11:21:00,2016-11-11 11:21:00,2016-11-18 11:21:00,3.0,10,-7.0,2
order_008306,cust_008858,SP,delivered,2018-08-25 18:39:00,2018-08-28 18:39:00,2018-09-04 18:39:00,3.0,10,-7.0,4
order_008307,cust_000772,RJ,delivered,2018-09-03 21:07:00,2018-09-19 21:07:00,2018-09-13 21:07:00,16.0,10,6.0,3
order_008308,cust_002745,PB,delivered,2018-09-03 09:27:00,2018-09-10 09:27:00,2018-09-22 09:27:00,7.0,19,-12.0,5
order_008309,cust_004586,GO,delivered,2018-09-01 17:46:00,2018-09-06 17:46:00,2018-09-14 17:46:00,5.0,13,-8.0,5
order_008310,cust_000627,RS,delivered,2018-06-23 23:31:00,2018-07-03 23:31:00,2018-07-06 23:31:00,10.0,13,-3.0,5
order_008311,cust_008840,RJ,delivered,2018-04-08 10:20:00,2018-04-17 10:20:00,2018-04-18 10:20:00,9.0,10,-1.0,5
order_008312,cust_004946,RN,delivered,2018-07-09 13:14:00,2018-07-30 13:14:00,2018-07-28 13:14:00,21.0,19,2.0,5
order_008313,cust_004363,MG,delivered,2018-02-09 13:11:00,2018-02-13 13:11:00,2018-02-19 13:11:00,4.0,10,-6.0,5
order_008314,cust_000987,GO,delivered,2017-03-04 03:02:00,2017-03-20 03:02:00,2017-03-17 03:02:00,16.0,13,3.0,4
order_008315,cust_002190,SC,delivered,2017-10-26 11:56:00,2017-10-27 11:56:00,2017-11-08 11:56:00,1.0,13,-12.0,5
order_008316,cust_004623,SP,delivered,2018-09-15 06:38:00,2018-09-24 06:38:00,2018-09-25 06:38:00,9.0,10,-1.0,5
order_008317,cust_001785,BA,delivered,2017-09-25 21:56:00,2017-10-08 21:56:00,2017-10-08 21:56:00,13.0,13,0.0,3
order_008318,cust_006149,SP,delivered,2018-07-22 18:45:00,2018-07-23 18:45:00,2018-08-01 18:45:00,1.0,10,-9.0,4
order_008319,cust_006816,SP,delivered,2016-12-28 00:38:00,2017-01-08 00:38:00,2017-01-07 00:38:00,11.0,10,1.0,4
order_008320,cust_003761,SP,delivered,2017-09-11 21:09:00,2017-09-12 21:09:00,2017-09-21 21:09:00,1.0,10,-9.0,4
order_008321,cust_002403,RJ,delivered,2017-09-25 17:12:00,2017-10-01 17:12:00,2017-10-05 17:12:00,6.0,10,-4.0,5
order_008322,cust_002985,GO,delivered,2016-11-24 07:08:00,2016-11-25 07:08:00,2016-12-07 07:08:00,1.0,13,-12.0,4
order_008323,cust_001850,DF,canceled,2017-02-10 14:07:00,2017-02-23 14:07:00,2017-02-23 14:07:00,13.0,13,0.0,1
order_008324,cust_009199,SP,delivered,2017-05-07 00:34:00,2017-05-20 00:34:00,2017-05-17 00:34:00,13.0,10,3.0,3
order_008325,cust_005155,DF,delivered,2018-07-06 18:29:00,2018-07-12 18:29:00,2018-07-19 18:29:00,6.0,13,-7.0,5
order_008326,cust_003601,SP,delivered,2016-12-02 08:18:00,2016-12-09 08:18:00,2016-12-12 08:18:00,7.0,10,-3.0,4
order_008327,cust_001475,RS,delivered,2017-08-13 14:45:00,2017-08-23 14:45:00,2017-08-26 14:45:00,10.0,13,-3.0,5
order_008328,cust_008716,SP,delivered,2016-10-18 00:02:00,2016-10-23 00:02:00,2016-10-28 00:02:00,5.0,10,-5.0,5
order_008329,cust_001080,SP,delivered,2018-04-15 01:24:00,2018-04-24 01:24:00,2018-04-25 01:24:00,9.0,10,-1.0,5
order_008330,cust_002021,MG,delivered,2018-02-26 00:58:00,2018-03-22 00:58:00,2018-03-08 00:58:00,24.0,10,14.0,3
order_008331,cust_007174,DF,delivered,2018-03-14 17:32:00,2018-04-02 17:32:00,2018-03-27 17:32:00,19.0,13,6.0,2
order_008332,cust_005562,DF,shipped,2017-10-13 08:06:00,2017-10-21 08:06:00,2017-10-26 08:06:00,8.0,13,-5.0,4
order_008333,cust_000770,SP,delivered,2017-05-22 12:16:00,2017-06-01 12:16:00,2017-06-01 12:16:00,10.0,10,0.0,5
order_008334,cust_008180,SP,delivered,2018-04-29 12:12:00,2018-05-05 12:12:00,2018-05-09 12:12:00,6.0,10,-4.0,4
order_008335,cust_005786,SP,delivered,2018-06-21 09:59:00,2018-06-24 09:59:00,2018-07-01 09:59:00,3.0,10,-7.0,4
order_008336,cust_007359,SP,delivered,2017-03-09 05:36:00,2017-03-25 05:36:00,2017-03-19 05:36:00,16.0,10,6.0,4
order_008337,cust_006945,SP,delivered,2017-11-30 09:13:00,2017-12-07 09:13:00,2017-12-10 09:13:00,7.0,10,-3.0,4
order_008338,cust_007446,GO,delivered,2017-06-30 10:04:00,2017-07-10 10:04:00,2017-07-13 10:04:00,10.0,13,-3.0,4
order_008339,cust_006780,SP,delivered,2017-04-11 03:34:00,2017-05-07 03:34:00,2017-04-21 03:34:00,26.0,10,16.0,3
order_008340,cust_001596,AM,delivered,2018-05-08 13:44:00,2018-05-28 13:44:00,2018-05-27 13:44:00,20.0,19,1.0,5
order_008341,cust_008747,SP,delivered,2017-12-22 23:22:00,2017-12-26 23:22:00,2018-01-01 23:22:00,4.0,10,-6.0,4
order_008342,cust_005446,BA,delivered,2017-05-30 04:43:00,2017-06-12 04:43:00,2017-06-12 04:43:00,13.0,13,0.0,4
order_008343,cust_000138,SP,delivered,2017-08-22 22:41:00,2017-08-28 22:41:00,2017-09-01 22:41:00,6.0,10,-4.0,4
order_008344,cust_000834,SP,delivered,2018-09-12 01:30:00,2018-09-23 01:30:00,2018-09-22 01:30:00,11.0,10,1.0,3
order_008345,cust_009058,PR,delivered,2018-07-12 06:06:00,2018-07-13 06:06:00,2018-07-25 06:06:00,1.0,13,-12.0,4
order_008346,cust_000903,BA,delivered,2018-07-29 03:43:00,2018-08-04 03:43:00,2018-08-11 03:43:00,6.0,13,-7.0,5
order_008347,cust_000142,RS,delivered,2017-11-21 23:03:00,2017-12-05 23:03:00,2017-12-04 23:03:00,14.0,13,1.0,5
order_008348,cust_006020,MG,delivered,2018-03-01 06:51:00,2018-03-10 06:51:00,2018-03-11 06:51:00,9.0,10,-1.0,4
order_008349,cust_007886,SP,delivered,2017-10-15 12:07:00,2017-10-23 12:07:00,2017-10-25 12:07:00,8.0,10,-2.0,5
order_008350,cust_003723,SP,delivered,2016-12-15 13:29:00,2016-12-27 13:29:00,2016-12-25 13:29:00,12.0,10,2.0,4
order_008351,cust_005119,MT,delivered,2017-11-01 02:01:00,2017-11-19 02:01:00,2017-11-20 02:01:00,18.0,19,-1.0,5
order_008352,cust_003390,RJ,delivered,2018-02-03 09:05:00,2018-02-04 09:05:00,2018-02-13 09:05:00,1.0,10,-9.0,5
order_008353,cust_009465,MG,delivered,2017-08-03 22:06:00,2017-08-04 22:06:00,2017-08-13 22:06:00,1.0,10,-9.0,4
order_008354,cust_002759,SP,delivered,2018-07-11 15:05:00,2018-07-27 15:05:00,2018-07-21 15:05:00,16.0,10,6.0,4
order_008355,cust_007819,ES,delivered,2017-03-23 15:26:00,2017-04-12 15:26:00,2017-04-05 15:26:00,20.0,13,7.0,2
order_008356,cust_003153,SP,delivered,2017-10-07 23:11:00,2017-10-29 23:11:00,2017-10-17 23:11:00,22.0,10,12.0,3
order_008357,cust_002831,SP,processing,2017-02-19 21:14:00,2017-02-23 21:14:00,2017-03-01 21:14:00,4.0,10,-6.0,5
order_008358,cust_006512,MT,delivered,2017-11-03 21:34:00,2017-11-12 21:34:00,2017-11-22 21:34:00,9.0,19,-10.0,5
order_008359,cust_003984,SP,delivered,2016-11-16 15:49:00,2016-11-19 15:49:00,2016-11-26 15:49:00,3.0,10,-7.0,3
order_008360,cust_009468,SP,delivered,2017-07-21 14:22:00,2017-07-22 14:22:00,2017-07-31 14:22:00,1.0,10,-9.0,5
order_008361,cust_007531,RJ,delivered,2017-11-01 05:48:00,2017-11-03 05:48:00,2017-11-11 05:48:00,2.0,10,-8.0,5
order_008362,cust_005312,SP,delivered,2017-11-27 01:01:00,2017-12-14 01:01:00,2017-12-07 01:01:00,17.0,10,7.0,3
order_008363,cust_007445,SP,unavailable,2017-12-25 16:18:00,2017-12-29 16:18:00,2018-01-04 16:18:00,4.0,10,-6.0,4
order_008364,cust_005227,ES,delivered,2017-07-23 04:03:00,2017-07-26 04:03:00,2017-08-05 04:03:00,3.0,13,-10.0,4
order_008365,cust_001608,SP,unavailable,2017-12-16 17:39:00,2017-12-17 17:39:00,2017-12-26 17:39:00,1.0,10,-9.0,5
order_008366,cust_003894,RN,delivered,2017-12-10 08:55:00,2017-12-29 08:55:00,2017-12-29 08:55:00,19.0,19,0.0,4
order_008367,cust_006788,SP,delivered,2017-08-27 22:57:00,2017-09-05 22:57:00,2017-09-06 22:57:00,9.0,10,-1.0,3
order_008368,cust_001096,SP,shipped,2018-07-02 17:30:00,2018-07-15 17:30:00,2018-07-12 17:30:00,13.0,10,3.0,5
order_008369,cust_000626,MG,delivered,2017-12-26 21:10:00,2017-12-27 21:10:00,2018-01-05 21:10:00,1.0,10,-9.0,4
order_008370,cust_001290,SP,delivered,2017-09-10 15:15:00,2017-09-20 15:15:00,2017-09-20 15:15:00,10.0,10,0.0,5
order_008371,cust_004717,SP,delivered,2018-09-02 03:20:00,2018-09-24 03:20:00,2018-09-12 03:20:00,22.0,10,12.0,2
order_008372,cust_005128,MG,delivered,2018-07-10 08:44:00,2018-07-17 08:44:00,2018-07-20 08:44:00,7.0,10,-3.0,5
order_008373,cust_002812,SP,delivered,2018-09-21 19:07:00,2018-09-27 19:07:00,2018-10-01 19:07:00,6.0,10,-4.0,4
order_008374,cust_000899,SP,delivered,2018-04-13 10:52:00,2018-04-17 10:52:00,2018-04-23 10:52:00,4.0,10,-6.0,3
order_008375,cust_002577,RJ,delivered,2017-10-16 08:17:00,2017-10-21 08:17:00,2017-10-26 08:17:00,5.0,10,-5.0,5
order_008376,cust_006080,SP,delivered,2017-07-28 19:34:00,2017-08-10 19:34:00,2017-08-07 19:34:00,13.0,10,3.0,4
order_008377,cust_009308,SP,delivered,2018-03-26 22:29:00,2018-03-27 22:29:00,2018-04-05 22:29:00,1.0,10,-9.0,5
order_008378,cust_007231,PA,canceled,2018-09-20 17:18:00,2018-09-21 17:18:00,2018-10-09 17:18:00,1.0,19,-18.0,1
order_008379,cust_003440,SP,delivered,2018-03-03 08:23:00,2018-03-19 08:23:00,2018-03-13 08:23:00,16.0,10,6.0,4
order_008380,cust_003416,SP,delivered,2018-07-30 17:21:00,2018-08-09 17:21:00,2018-08-09 17:21:00,10.0,10,0.0,3
order_008381,cust_002489,CE,delivered,2017-09-07 15:13:00,2017-09-20 15:13:00,2017-09-26 15:13:00,13.0,19,-6.0,4
order_008382,cust_006594,SP,delivered,2017-11-03 18:59:00,2017-11-24 18:59:00,2017-11-13 18:59:00,21.0,10,11.0,3
order_008383,cust_006377,SP,delivered,2018-08-12 21:29:00,2018-08-17 21:29:00,2018-08-22 21:29:00,5.0,10,-5.0,5
order_008384,cust_006119,BA,delivered,2018-05-21 14:20:00,2018-05-22 14:20:00,2018-06-03 14:20:00,1.0,13,-12.0,4
order_008385,cust_000792,SP,delivered,2018-09-20 03:11:00,2018-09-29 03:11:00,2018-09-30 03:11:00,9.0,10,-1.0,4
order_008386,cust_007748,SP,delivered,2018-05-31 06:10:00,2018-06-10 06:10:00,2018-06-10 06:10:00,10.0,10,0.0,5
order_008387,cust_000922,RS,delivered,2017-11-17 06:19:00,2017-11-30 06:19:00,2017-11-30 06:19:00,13.0,13,0.0,4
order_008388,cust_001481,RJ,delivered,2017-12-19 02:03:00,2017-12-22 02:03:00,2017-12-29 02:03:00,3.0,10,-7.0,5
order_008389,cust_006987,SP,delivered,2018-08-09 01:19:00,2018-08-10 01:19:00,2018-08-19 01:19:00,1.0,10,-9.0,4
order_008390,cust_007505,MG,delivered,2017-12-28 14:19:00,2018-01-04 14:19:00,2018-01-07 14:19:00,7.0,10,-3.0,3
order_008391,cust_005183,PR,delivered,2017-07-06 11:52:00,2017-07-27 11:52:00,2017-07-19 11:52:00,21.0,13,8.0,5
order_008392,cust_002033,MA,delivered,2017-11-13 16:17:00,2017-11-29 16:17:00,2017-12-02 16:17:00,16.0,19,-3.0,5
order_008393,cust_001445,SP,delivered,2017-12-13 07:23:00,2017-12-18 07:23:00,2017-12-23 07:23:00,5.0,10,-5.0,5
order_008394,cust_008566,ES,delivered,2016-12-31 07:36:00,2017-01-05 07:36:00,2017-01-13 07:36:00,5.0,13,-8.0,5
order_008395,cust_002909,RJ,delivered,2018-05-13 23:40:00,2018-05-18 23:40:00,2018-05-23 23:40:00,5.0,10,-5.0,5
order_008396,cust_007485,MA,delivered,2017-01-24 19:51:00,2017-02-14 19:51:00,2017-02-12 19:51:00,21.0,19,2.0,3
order_008397,cust_008815,SP,delivered,2017-11-03 22:36:00,2017-11-10 22:36:00,2017-11-13 22:36:00,7.0,10,-3.0,3
order_008398,cust_006442,MA,delivered,2018-06-17 09:32:00,2018-07-04 09:32:00,2018-07-06 09:32:00,17.0,19,-2.0,4
order_008399,cust_009240,RJ,delivered,2017-11-24 23:35:00,2017-12-08 23:35:00,2017-12-04 23:35:00,14.0,10,4.0,4
order_008400,cust_000605,SP,delivered,2018-07-08 23:15:00,2018-07-13 23:15:00,2018-07-18 23:15:00,5.0,10,-5.0,5
order_008401,cust_004699,PA,delivered,2017-09-17 17:27:00,2017-10-02 17:27:00,2017-10-06 17:27:00,15.0,19,-4.0,4
order_008402,cust_002576,SP,delivered,2018-09-08 11:19:00,2018-09-09 11:19:00,2018-09-18 11:19:00,1.0,10,-9.0,4
order_008403,cust_005740,SC,delivered,2017-05-23 14:17:00,2017-06-12 14:17:00,2017-06-05 14:17:00,20.0,13,7.0,3
order_008404,cust_005510,MG,delivered,2016-11-15 04:57:00,2016-12-02 04:57:00,2016-11-25 04:57:00,17.0,10,7.0,3
order_008405,cust_000277,SP,delivered,2018-07-25 13:55:00,2018-08-02 13:55:00,2018-08-04 13:55:00,8.0,10,-2.0,4
order_008406,cust_002057,RJ,unavailable,2018-05-18 06:42:00,2018-05-20 06:42:00,2018-05-28 06:42:00,2.0,10,-8.0,5
order_008407,cust_001164,SP,delivered,2017-06-14 14:20:00,2017-06-22 14:20:00,2017-06-24 14:20:00,8.0,10,-2.0,5
order_008408,cust_003171,PA,delivered,2018-09-22 10:31:00,2018-10-08 10:31:00,2018-10-11 10:31:00,16.0,19,-3.0,4
order_008409,cust_005306,SP,delivered,2017-12-07 06:52:00,2017-12-17 06:52:00,2017-12-17 06:52:00,10.0,10,0.0,5
order_008410,cust_006536,SP,delivered,2018-09-04 22:19:00,2018-09-10 22:19:00,2018-09-14 22:19:00,6.0,10,-4.0,4
order_008411,cust_000260,PE,delivered,2017-12-08 19:31:00,2017-12-30 19:31:00,2017-12-27 19:31:00,22.0,19,3.0,5
order_008412,cust_005185,SP,delivered,2017-11-25 03:58:00,2017-11-29 03:58:00,2017-12-05 03:58:00,4.0,10,-6.0,5
order_008413,cust_003565,SP,delivered,2017-11-17 23:00:00,2017-11-28 23:00:00,2017-11-27 23:00:00,11.0,10,1.0,4
order_008414,cust_003818,MT,delivered,2017-09-12 20:27:00,2017-10-04 20:27:00,2017-10-01 20:27:00,22.0,19,3.0,4
order_008415,cust_002021,MG,delivered,2017-12-21 01:25:00,2018-01-02 01:25:00,2017-12-31 01:25:00,12.0,10,2.0,4
order_008416,cust_006207,RO,processing,2017-11-19 03:04:00,2017-12-12 03:04:00,2017-12-08 03:04:00,23.0,19,4.0,4
order_008417,cust_008890,SC,delivered,2016-11-14 23:01:00,2016-11-24 23:01:00,2016-11-27 23:01:00,10.0,13,-3.0,4
order_008418,cust_009395,SP,delivered,2017-07-10 01:49:00,2017-07-11 01:49:00,2017-07-20 01:49:00,1.0,10,-9.0,5
order_008419,cust_006988,SP,delivered,2017-05-27 23:27:00,2017-06-10 23:27:00,2017-06-06 23:27:00,14.0,10,4.0,4
order_008420,cust_002012,RJ,delivered,2018-07-22 13:02:00,2018-07-28 13:02:00,2018-08-01 13:02:00,6.0,10,-4.0,5
order_008421,cust_006242,SP,delivered,2018-02-07 20:49:00,2018-02-18 20:49:00,2018-02-17 20:49:00,11.0,10,1.0,5
order_008422,cust_008495,SP,delivered,2018-05-25 21:09:00,2018-06-07 21:09:00,2018-06-04 21:09:00,13.0,10,3.0,4
order_008423,cust_001096,SP,shipped,2018-09-07 05:33:00,2018-09-21 05:33:00,2018-09-17 05:33:00,14.0,10,4.0,5
order_008424,cust_001166,PR,delivered,2018-03-14 19:42:00,2018-03-23 19:42:00,2018-03-27 19:42:00,9.0,13,-4.0,5
order_008425,cust_004309,DF,delivered,2018-09-21 17:45:00,2018-09-24 17:45:00,2018-10-04 17:45:00,3.0,13,-10.0,4
order_008426,cust_007884,SP,delivered,2017-08-24 19:12:00,2017-08-25 19:12:00,2017-09-03 19:12:00,1.0,10,-9.0,4
order_008427,cust_003380,SP,delivered,2017-04-30 06:52:00,2017-05-09 06:52:00,2017-05-10 06:52:00,9.0,10,-1.0,4
order_008428,cust_005533,MG,delivered,2017-11-02 19:31:00,2017-11-10 19:31:00,2017-11-12 19:31:00,8.0,10,-2.0,4
order_008429,cust_002285,RJ,delivered,2017-11-25 09:25:00,2017-11-26 09:25:00,2017-12-05 09:25:00,1.0,10,-9.0,4
order_008430,cust_005848,DF,delivered,2018-08-06 18:28:00,2018-08-19 18:28:00,2018-08-19 18:28:00,13.0,13,0.0,5
order_008431,cust_008536,SP,delivered,2018-01-02 12:53:00,2018-01-06 12:53:00,2018-01-12 12:53:00,4.0,10,-6.0,3
order_008432,cust_000743,SC,delivered,2017-08-07 01:19:00,2017-08-24 01:19:00,2017-08-20 01:19:00,17.0,13,4.0,5
order_008433,cust_002541,PR,delivered,2018-05-13 11:39:00,2018-05-29 11:39:00,2018-05-26 11:39:00,16.0,13,3.0,3
order_008434,cust_005800,GO,delivered,2017-12-08 17:56:00,2017-12-19 17:56:00,2017-12-21 17:56:00,11.0,13,-2.0,4
order_008435,cust_001148,SP,delivered,2017-04-05 01:47:00,2017-04-08 01:47:00,2017-04-15 01:47:00,3.0,10,-7.0,4
order_008436,cust_007299,MA,delivered,2018-01-18 07:15:00,2018-02-05 07:15:00,2018-02-06 07:15:00,18.0,19,-1.0,3
order_008437,cust_000763,SP,delivered,2018-08-15 07:22:00,2018-09-06 07:22:00,2018-08-25 07:22:00,22.0,10,12.0,2
order_008438,cust_000775,ES,delivered,2018-07-08 12:25:00,2018-07-11 12:25:00,2018-07-21 12:25:00,3.0,13,-10.0,5
order_008439,cust_006207,RO,delivered,2018-01-28 05:00:00,2018-02-18 05:00:00,2018-02-16 05:00:00,21.0,19,2.0,4
order_008440,cust_004960,SE,delivered,2017-10-15 01:38:00,2017-11-02 01:38:00,2017-11-03 01:38:00,18.0,19,-1.0,5
order_008441,cust_000550,RJ,delivered,2016-12-23 12:26:00,2016-12-29 12:26:00,2017-01-02 12:26:00,6.0,10,-4.0,4
order_008442,cust_000429,SP,delivered,2017-11-24 03:40:00,2017-11-25 03:40:00,2017-12-04 03:40:00,1.0,10,-9.0,3
order_008443,cust_009196,MG,delivered,2018-05-18 18:19:00,2018-06-05 18:19:00,2018-05-28 18:19:00,18.0,10,8.0,3
order_008444,cust_001612,RS,delivered,2017-10-02 02:22:00,2017-10-20 02:22:00,2017-10-15 02:22:00,18.0,13,5.0,4
order_008445,cust_004311,SP,delivered,2017-06-17 01:15:00,2017-06-29 01:15:00,2017-06-27 01:15:00,12.0,10,2.0,4
order_008446,cust_004465,SC,delivered,2018-08-25 09:27:00,2018-09-05 09:27:00,2018-09-07 09:27:00,11.0,13,-2.0,5
order_008447,cust_009163,RS,delivered,2018-06-27 11:17:00,2018-06-28 11:17:00,2018-07-10 11:17:00,1.0,13,-12.0,5
order_008448,cust_002288,SP,delivered,2018-03-10 01:13:00,2018-03-19 01:13:00,2018-03-20 01:13:00,9.0,10,-1.0,4
order_008449,cust_002368,PR,delivered,2017-03-07 11:19:00,2017-03-11 11:19:00,2017-03-20 11:19:00,4.0,13,-9.0,5
order_008450,cust_002092,SP,shipped,2017-03-17 23:55:00,2017-03-31 23:55:00,2017-03-27 23:55:00,14.0,10,4.0,2
order_008451,cust_007753,SP,delivered,2017-01-13 23:39:00,2017-01-26 23:39:00,2017-01-23 23:39:00,13.0,10,3.0,4
order_008452,cust_007099,MG,delivered,2018-02-23 22:53:00,2018-03-07 22:53:00,2018-03-05 22:53:00,12.0,10,2.0,4
order_008453,cust_000283,RS,delivered,2017-02-04 06:44:00,2017-02-27 06:44:00,2017-02-17 06:44:00,23.0,13,10.0,3
order_008454,cust_008863,SP,delivered,2018-07-08 14:13:00,2018-07-09 14:13:00,2018-07-18 14:13:00,1.0,10,-9.0,4
order_008455,cust_007298,RJ,delivered,2018-09-26 04:07:00,2018-09-27 04:07:00,2018-10-06 04:07:00,1.0,10,-9.0,5
order_008456,cust_007174,DF,delivered,2017-10-07 17:04:00,2017-10-23 17:04:00,2017-10-20 17:04:00,16.0,13,3.0,3
order_008457,cust_001482,SP,delivered,2017-11-19 22:40:00,2017-11-20 22:40:00,2017-11-29 22:40:00,1.0,10,-9.0,5
order_008458,cust_006326,SP,unavailable,2018-04-24 09:48:00,2018-05-01 09:48:00,2018-05-04 09:48:00,7.0,10,-3.0,4
order_008459,cust_002346,SP,delivered,2018-08-28 02:00:00,2018-09-02 02:00:00,2018-09-07 02:00:00,5.0,10,-5.0,4
order_008460,cust_006625,RJ,delivered,2018-08-05 06:46:00,2018-08-13 06:46:00,2018-08-15 06:46:00,8.0,10,-2.0,4
order_008461,cust_000013,MA,delivered,2016-11-28 18:07:00,2016-12-13 18:07:00,2016-12-17 18:07:00,15.0,19,-4.0,4
order_008462,cust_006243,AL,shipped,2017-04-12 10:33:00,2017-04-30 10:33:00,2017-05-01 10:33:00,18.0,19,-1.0,4
order_008463,cust_000755,SP,delivered,2018-05-20 19:27:00,2018-05-21 19:27:00,2018-05-30 19:27:00,1.0,10,-9.0,4
order_008464,cust_001520,PR,delivered,2018-04-10 01:42:00,2018-04-29 01:42:00,2018-04-23 01:42:00,19.0,13,6.0,3
order_008465,cust_002279,SP,delivered,2017-03-03 19:27:00,2017-03-10 19:27:00,2017-03-13 19:27:00,7.0,10,-3.0,5
order_008466,cust_000138,SP,delivered,2017-12-07 16:41:00,2017-12-15 16:41:00,2017-12-17 16:41:00,8.0,10,-2.0,5
order_008467,cust_002661,GO,delivered,2018-06-04 04:02:00,2018-06-07 04:02:00,2018-06-17 04:02:00,3.0,13,-10.0,4
order_008468,cust_004824,SP,delivered,2017-06-01 08:51:00,2017-06-09 08:51:00,2017-06-11 08:51:00,8.0,10,-2.0,5
order_008469,cust_000239,SP,delivered,2018-07-24 21:24:00,2018-08-04 21:24:00,2018-08-03 21:24:00,11.0,10,1.0,5
order_008470,cust_002287,MG,delivered,2016-11-25 01:22:00,2016-12-01 01:22:00,2016-12-05 01:22:00,6.0,10,-4.0,5
order_008471,cust_002941,SP,delivered,2018-06-05 18:16:00,2018-06-11 18:16:00,2018-06-15 18:16:00,6.0,10,-4.0,3
order_008472,cust_000408,SP,delivered,2018-02-22 11:26:00,2018-02-23 11:26:00,2018-03-04 11:26:00,1.0,10,-9.0,5
order_008473,cust_001309,RJ,delivered,2017-08-27 19:08:00,2017-08-28 19:08:00,2017-09-06 19:08:00,1.0,10,-9.0,4
order_008474,cust_003883,SP,delivered,2018-04-30 22:35:00,2018-05-07 22:35:00,2018-05-10 22:35:00,7.0,10,-3.0,4
order_008475,cust_000442,SC,delivered,2018-06-05 17:47:00,2018-06-08 17:47:00,2018-06-18 17:47:00,3.0,13,-10.0,3
order_008476,cust_008916,SP,delivered,2018-08-26 20:55:00,2018-08-31 20:55:00,2018-09-05 20:55:00,5.0,10,-5.0,5
order_008477,cust_000907,MG,delivered,2017-10-08 09:57:00,2017-10-28 09:57:00,2017-10-18 09:57:00,20.0,10,10.0,4
order_008478,cust_001526,DF,delivered,2018-04-09 21:31:00,2018-04-21 21:31:00,2018-04-22 21:31:00,12.0,13,-1.0,4
order_008479,cust_009335,BA,delivered,2018-02-11 11:29:00,2018-02-15 11:29:00,2018-02-24 11:29:00,4.0,13,-9.0,4
order_008480,cust_008266,RJ,delivered,2017-12-17 10:36:00,2017-12-18 10:36:00,2017-12-27 10:36:00,1.0,10,-9.0,3
order_008481,cust_002470,SP,delivered,2018-08-03 19:10:00,2018-08-16 19:10:00,2018-08-13 19:10:00,13.0,10,3.0,3
order_008482,cust_000069,RJ,shipped,2016-10-06 15:46:00,2016-10-07 15:46:00,2016-10-16 15:46:00,1.0,10,-9.0,5
order_008483,cust_004840,MG,delivered,2017-07-29 05:44:00,2017-07-30 05:44:00,2017-08-08 05:44:00,1.0,10,-9.0,4
order_008484,cust_006414,BA,delivered,2017-12-23 15:58:00,2018-01-03 15:58:00,2018-01-05 15:58:00,11.0,13,-2.0,5
order_008485,cust_005260,RO,delivered,2017-04-22 02:49:00,2017-05-22 02:49:00,2017-05-11 02:49:00,30.0,19,11.0,3
order_008486,cust_009313,PR,delivered,2018-08-13 00:24:00,2018-08-23 00:24:00,2018-08-26 00:24:00,10.0,13,-3.0,3
order_008487,cust_007595,RJ,delivered,2018-03-16 16:26:00,2018-03-23 16:26:00,2018-03-26 16:26:00,7.0,10,-3.0,4
order_008488,cust_009382,MG,delivered,2017-11-27 19:31:00,2017-11-28 19:31:00,2017-12-07 19:31:00,1.0,10,-9.0,5
